competition_id,season_id,forecast_timestamp,team_id,team_name,variant,expected_rank_change,rank_interval_50_width_change,rank_interval_80_width_change,rank_interval_90_width_change,rank_wasserstein,rank_total_variation,relegation_probability_change,title_probability_change,top_five_probability_change,top_four_probability_change,automatic_promotion_probability_change,playoff_promotion_probability_change,playoff_qualification_probability_change,promotion_probability_change
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,arsenal,Arsenal,mc_replication,0.0024599999999996847,0,0,0,0.014560000000000572,0.007389999999999977,2e-05,0.005059999999999953,-0.0014899999999999913,-0.0012999999999999678,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,aston-villa,Aston Villa,mc_replication,0.029990000000001515,0,0,0,0.03233000000000046,0.006839999999999997,0.0005900000000000072,0.00015999999999999999,0.0005600000000000049,0.00015999999999999348,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,bournemouth,Bournemouth,mc_replication,-0.03275000000000183,0,0,0,0.04543000000000157,0.010990000000000008,-0.0017000000000000001,-0.0005399999999999988,0.00019999999999997797,-0.0020899999999999808,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,brentford,Brentford,mc_replication,-0.0011500000000008725,0,0,0,0.023230000000002776,0.011120000000000005,0.0004400000000000029,-0.0010000000000000009,0.00045999999999996044,0.0022899999999999587,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,brighton-hove-albion,Brighton,mc_replication,-0.007659999999999556,0,0,0,0.02355999999999955,0.008149999999999996,-0.0007999999999999986,6.0000000000001025e-05,0.0044700000000000295,0.003799999999999998,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,chelsea,Chelsea,mc_replication,-0.026389999999999247,0,0,0,0.03677000000000035,0.013279999999999991,-0.0009600000000000008,0.000559999999999998,0.007340000000000013,0.0039599999999999635,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,coventry-city,Coventry,mc_replication,-0.018660000000004118,0,0,0,0.02058000000000009,0.005680000000000014,-0.002630000000000021,6e-05,-0.00035999999999999964,-0.00026000000000000025,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,crystal-palace,Crystal Palace,mc_replication,-0.04262000000000121,0,0,-1,0.06047999999999845,0.014030000000000013,-0.0010000000000000009,-0.0002400000000000002,-0.0020799999999999985,-0.003689999999999999,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,everton,Everton,mc_replication,0.029360000000000497,0,0,0,0.0364600000000009,0.010849999999999993,0.0003899999999999876,-0.00023999999999999976,-0.0019699999999999995,-0.0006099999999999994,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,fulham,Fulham,mc_replication,0.010629999999999029,0,0,0,0.018750000000000128,0.008690000000000003,0.0013799999999999368,-0.00015999999999999999,-0.0015600000000000058,-0.0013700000000000032,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,hull-city,Hull City,mc_replication,0.0038400000000002876,0,0,0,0.018799999999999817,0.009040000000000001,0.001070000000000071,-4.000000000000001e-05,0.0005900000000000002,0.00042000000000000023,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,ipswich-town,Ipswich,mc_replication,0.01402999999999821,0,0,0,0.020510000000000042,0.008500000000000008,0.0016900000000000803,-2e-05,-0.0002700000000000003,0.0001299999999999999,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,leeds-united,Leeds,mc_replication,0.022270000000000678,0,0,0,0.029090000000000768,0.010159999999999992,-0.00025999999999999635,-0.0009600000000000008,0.0005499999999999949,0.0010299999999999754,,,,
eng-premier-league,2026-2027,2026-09-10T14:42:02.049597+00:00,liverpool,Liverpool,mc_replication,-0.02027999999999963,0,0,0,0.0265399999999996,0.011269999999999999,-2.000000000000092e-05,-0.00030000000000000165,-0.0016300000000000203,0.0005399999999999849,,,,
